Family.ID,Race,Hispanic,People.in.household,Primary.economic.activity.,Annual.income,Number.of.People.in.Household.with.GED.or.HS.Diploma,Highest.level.in.household,Indicator,Rent.vs..Own,Assistance.,Automobile
34021,White,No,3,Stay-at-Home Caregiver,NA,1,Two-Year College Degree,Income,Own my home,"WIC,Food stamps",Yes
34021,White,No,3,Stay-at-Home Caregiver,NA,1,Two-Year College Degree,Savings,Own my home,"WIC,Food stamps",Yes
34021,White,No,3,Stay-at-Home Caregiver,NA,1,Two-Year College Degree,Stable Income,Own my home,"WIC,Food stamps",Yes
34021,White,No,3,Unemployed,25000,1,Two-Year College Degree,NA,Own my home,"Food stamps,Other,WIC",Yes
34081,White,No,2,In School,NA,0,Less than High School,NA,Live with parents,Food stamps,Yes
34081,White,No,2,Employed Part-Time,6090,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
34081,White,No,2,Employed Part-Time,6090,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
34081,White,No,2,"Employed Part-Time,In School",10000,1,High School/GED,NA,Rent my home,Food stamps,Yes
34236,White,No,5,"Employed Part-Time,Stay-at-Home Caregiver",50000,1,High School/GED,Physical Activity,Rent my home,"Food stamps,WIC",Yes
34236,White,No,5,"Employed Part-Time,Stay-at-Home Caregiver",50000,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,0,1,High School/GED,Debt,Live with parents,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,NA,Live with parents,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,NA,1,High School/GED,Stable Income,Live with another family,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,NA,1,High School/GED,Savings,Live with another family,"Food stamps,WIC",Yes
34441,Black or African American,No,5,Unemployed,NA,1,High School/GED,Budget,Live with another family,"Food stamps,WIC",Yes
34494,Black or African American,No,3,Unemployed,NA,2,High School/GED,Budget,Live with parents,"Food stamps,WIC,Social Security",Yes
34494,Black or African American,No,3,Unemployed,NA,2,High School/GED,NA,Live with parents,"Food stamps,WIC,Social Security",Yes
34636,"Other,White",Yes,3,Employed Full-Time,20000,1,High School/GED,Insurance,Own my home,Other,Yes
34636,"Other,White",Yes,3,Employed Full-Time,20000,1,High School/GED,Internet,Own my home,Other,Yes
34636,"Other,White",Yes,3,Employed Full-Time,20000,1,High School/GED,English Literacy,Own my home,Other,Yes
34636,"White,Other",Yes,3,Employed Full-Time,20000,1,High School/GED,NA,Own my home,Other,Yes
34636,Other,Yes,3,Employed Full-Time,19300,2,High School/GED,Credit,Live with parents,None,Yes
34636,Other,Yes,3,Employed Full-Time,19300,2,High School/GED,Income,Live with parents,None,Yes
34636,Other,Yes,3,Employed Full-Time,19300,2,High School/GED,Savings,Live with parents,None,Yes
34636,Other,Yes,3,Employed Full-Time,20000,1,High School/GED,NA,Own my home,None,Yes
34682,,Yes,4,Employed Full-Time,25000,2,High School/GED,English Literacy,Live with parents,"WIC,Social Security",Yes
34682,,Yes,4,Employed Full-Time,25000,2,High School/GED,Credit,Live with parents,"WIC,Social Security",Yes
34682,,Yes,4,Employed Full-Time,25000,2,High School/GED,Savings,Live with parents,"WIC,Social Security",Yes
34682,Other,Yes,4,"Employed Full-Time,Other",20800,NA,Less than High School,NA,Own my home,"WIC,Food stamps",Yes
34682,Other,Yes,4,Employed Full-Time,20800,2,High School/GED,Savings,Own my home,WIC,Yes
34682,Other,Yes,4,Employed Full-Time,20800,2,High School/GED,Credit,Own my home,WIC,Yes
34682,Other,Yes,4,Employed Full-Time,20800,2,High School/GED,Bank Services,Own my home,WIC,Yes
34682,Other,Yes,4,Other,NA,1,High School/GED,NA,Rent my home,WIC,Yes
34696,"White,Black or African American",No,4,Employed Full-Time,0,2,Two-Year College Degree,Credit,Rent my home,"Food stamps,WIC",Yes
34696,"White,Black or African American",No,4,Employed Full-Time,0,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
34696,Black or African American,No,4,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
34696,Other,,4,Other,NA,NA,,NA,,Food stamps,Yes
34696,Black or African American,No,4,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
34696,Other,,4,Other,NA,NA,,NA,,Food stamps,Yes
34814,Other,Yes,4,Employed Full-Time,21112,1,High School/GED,Employability Readiness,Rent my home,"Food stamps,WIC",Yes
34814,Other,Yes,4,Employed Full-Time,21112,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
34814,Other,Yes,4,Employed Full-Time,21112,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
34814,Other,Yes,4,Employed Full-Time,21112,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
34881,Black or African American,No,5,Unemployed,NA,2,High School/GED,Debt,Rent my home,"Food stamps,Social Security,WIC,Disability",Yes
34881,Black or African American,No,5,Unemployed,NA,2,High School/GED,Savings,Rent my home,"Food stamps,Social Security,WIC,Disability",Yes
34881,Black or African American,No,5,Unemployed,NA,2,High School/GED,Income,Rent my home,"Food stamps,Social Security,WIC,Disability",Yes
34881,Black or African American,No,5,Employed Full-Time,11592,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
34904,Native Hawaiian or Other Pacific Islander,Yes,4,Unemployed,NA,0,Less than High School,Credit,Rent my home,"Social Security,Food stamps,WIC,Other",Yes
34904,,,4,,NA,NA,,NA,,,
34908,Other,Yes,6,Unemployed,0,0,Less than High School,Credit,Live with another family,Food stamps,Yes
34908,Other,Yes,6,Unemployed,0,0,Less than High School,Savings,Live with another family,Food stamps,Yes
34908,Other,Yes,6,Unemployed,0,0,Less than High School,Internet,Live with another family,Food stamps,Yes
34923,Black or African American,No,2,Employed Full-Time,NA,2,Two-Year College Degree,Budget,Own my home,"WIC,Other",Yes
34923,,,2,,NA,NA,,NA,,"Food stamps,WIC,Disability",
34923,Black or African American,No,2,Employed Full-Time,NA,2,Graduate Degree,Clothing,Own my home,"Food stamps,WIC,Other",Yes
34923,Black or African American,No,2,Employed Full-Time,NA,2,Two-Year College Degree,NA,Own my home,"Food stamps,WIC,Other",Yes
34929,White,No,3,Stay-at-Home Caregiver,NA,2,Two-Year College Degree,NA,,Social Security,Yes
34929,White,No,3,Stay-at-Home Caregiver,NA,1,,NA,Prefer not to say,"Food stamps,WIC,Disability,Social Security",Yes
34932,Black or African American,No,6,Employed Full-Time,2400,2,Two-Year College Degree,Budget,Live with parents,Food stamps,Yes
34932,Black or African American,No,6,Employed Full-Time,NA,2,Two-Year College Degree,NA,Live with parents,Food stamps,Yes
34932,Black or African American,No,6,Employed Full-Time,15583,1,High School/GED,Physical Activity,Own my home,,Yes
34932,Black or African American,No,6,Employed Full-Time,15583,1,High School/GED,Stable Housing,Own my home,,Yes
34932,Black or African American,No,6,Employed Full-Time,15583,1,High School/GED,Income,Own my home,,Yes
34932,Black or African American,No,6,Employed Part-Time,NA,NA,High School/GED,NA,Rent my home,WIC,Yes
34955,Black or African American,No,3,Unemployed,NA,0,Less than High School,Budget,Live with parents,"Food stamps,WIC,Social Security",No
34955,Black or African American,No,3,Unemployed,NA,0,Less than High School,Employability Readiness,Live with parents,"Food stamps,WIC,Social Security",No
34955,Black or African American,No,3,Unemployed,NA,0,Less than High School,Income,Live with parents,"Food stamps,WIC,Social Security",No
34973,Black or African American,No,2,Unemployed,12762,1,High School/GED,Budget,Rent my home,Food stamps,Yes
34973,Black or African American,No,2,Unemployed,12762,1,High School/GED,Savings,Rent my home,Food stamps,Yes
34973,Black or African American,No,2,Unemployed,12762,1,High School/GED,Debt,Rent my home,Food stamps,Yes
34973,Black or African American,No,2,Other,12762,1,High School/GED,NA,Rent my home,Food stamps,Yes
35001,Asian,No,2,Unemployed,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
35001,Other,No,2,In School,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
35001,Asian,No,3,Stay-at-Home Caregiver,NA,1,Two-Year College Degree,NA,Live with parents,WIC,Yes
35001,Asian,No,3,Stay-at-Home Caregiver,NA,1,Two-Year College Degree,NA,Rent my home,WIC,Yes
35022,White,No,3,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35022,White,No,3,Unemployed,0,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
35022,White,No,3,Unemployed,0,1,High School/GED,Debt,Rent my home,"Food stamps,WIC",Yes
35022,White,No,3,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35054,Other,Yes,1,Unemployed,NA,1,High School/GED,NA,Live with parents,"Food stamps,WIC",No
35054,American Indian or Alaska Native,Yes,4,Stay-at-Home Caregiver,NA,0,Less than High School,Savings,Rent my home,"Food stamps,WIC,Other",No
35078,Other,Yes,4,Employed Part-Time,9600,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
35078,Other,Yes,4,Employed Part-Time,9600,0,Less than High School,Income,Rent my home,"Food stamps,WIC",Yes
35119,Black or African American,No,3,Employed Full-Time,7047,0,Less than High School,Credit,Rent my home,"Food stamps,WIC",Yes
35119,Black or African American,No,3,Employed Full-Time,7047,0,Less than High School,Civic Engagement,Rent my home,"Food stamps,WIC",Yes
35119,Black or African American,No,3,Employed Full-Time,7047,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
35119,Black or African American,No,3,Employed Part-Time,7047,1,High School/GED,NA,Rent my home,Food stamps,Yes
35134,White,Yes,2,Employed Full-Time,NA,1,Less than High School,English Literacy,Rent my home,Food stamps,Yes
35134,Other,Yes,2,Employed Full-Time,0,0,Less than High School,Credit,Rent my home,WIC,Yes
35134,Other,Yes,2,Employed Full-Time,0,0,Less than High School,Literacy,Rent my home,WIC,Yes
35134,Other,Yes,2,Employed Full-Time,NA,NA,Less than High School,NA,Rent my home,None,Yes
35136,White,Yes,2,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
35183,Black or African American,No,3,Employed Full-Time,10000,2,High School/GED,Nutritious diet,Rent my home,Food stamps,Yes
35183,Black or African American,No,3,Employed Full-Time,10000,2,High School/GED,NA,Rent my home,Food stamps,Yes
35183,Black or African American,No,3,Unemployed,0,1,High School/GED,Physical Activity,Live with parents,None,Yes
35183,Black or African American,No,3,Unemployed,0,1,High School/GED,Credit,Live with parents,None,Yes
35183,Black or African American,No,3,Unemployed,0,1,High School/GED,Bank services,Live with parents,None,Yes
35183,Black or African American,No,3,Employed Part-Time,NA,NA,High School/GED,NA,Rent my home,Food stamps,Yes
35190,Native Hawaiian or Other Pacific Islander,Yes,2,Unemployed,NA,0,Less than High School,English Literacy,Rent my home,"Food stamps,Other",Yes
35190,,,2,,NA,NA,,NA,,,
35202,Native Hawaiian or Other Pacific Islander,Yes,2,Employed Full-Time,NA,1,High School/GED,Credit,Own my home,None,Yes
35235,Other,Yes,7,Employed Full-Time,0,0,High School/GED,Civic Engagement,Rent my home,None,Yes
35238,Black or African American,No,5,"Employed Part-Time,In School",10000,2,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,"Employed Part-Time,In School",10000,2,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,"Employed Part-Time,In School",10000,2,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,Employed Full-Time,13879,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,Employed Full-Time,13879,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,Employed Full-Time,13879,1,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
35238,Black or African American,No,5,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
35254,Black or African American,No,3,Employed Part-Time,10000,0,Less than High School,Stable Income,Rent my home,Food stamps,Yes
35254,Black or African American,No,3,Employed Part-Time,10000,0,Less than High School,Credit,Rent my home,Food stamps,Yes
35254,Black or African American,No,3,Employed Part-Time,10000,0,Less than High School,Mental health services,Rent my home,Food stamps,Yes
35254,Black or African American,No,3,Employed Part-Time,10000,0,Less than High School,NA,Rent my home,Food stamps,Yes
35261,Black or African American,No,3,,0,1,High School/GED,Savings,Rent my home,Food stamps,Yes
35261,Black or African American,No,3,,0,1,High School/GED,Income,Rent my home,Food stamps,Yes
35261,,,3,,NA,NA,,NA,,,
35276,,,4,Unemployed,0,1,Two-Year College Degree,Savings,,"Food stamps,WIC",
35276,,,4,Unemployed,0,1,Two-Year College Degree,Income,,"Food stamps,WIC",
35276,Other,Yes,4,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
35286,Black or African American,No,4,Unemployed,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",
35286,Black or African American,No,4,Unemployed,NA,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",
35286,Black or African American,No,4,Unemployed,NA,1,High School/GED,Income,Rent my home,"Food stamps,WIC",
35300,Black or African American,No,2,Unemployed,NA,1,Two-Year College Degree,NA,Rent my home,Food stamps,Yes
35300,Black or African American,No,2,Other,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
35300,Black or African American,No,2,Other,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35311,Other,Yes,5,Employed Full-Time,30000,2,High School/GED,Credit,Own my home,"WIC,Other",Yes
35311,Other,Yes,5,Employed Full-Time,30000,2,High School/GED,Healthy teeth,Own my home,"WIC,Other",Yes
35311,Other,Yes,5,Employed Full-Time,30000,2,High School/GED,Debt,Own my home,"WIC,Other",Yes
35311,,Yes,5,Employed Full-Time,NA,NA,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
35319,Other,No,3,Employed Full-Time,16021,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
35319,Other,No,3,Employed Full-Time,16021,1,High School/GED,Debt,Rent my home,"Food stamps,WIC",Yes
35319,Other,No,3,Employed Full-Time,16021,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
35319,Other,Yes,3,Employed Full-Time,29500,1,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
35319,"Black or African American,White",No,3,Employed Full-Time,29000,1,Two-Year College Degree,NA,Rent my home,WIC,Yes
35319,Other,No,3,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
35322,Black or African American,No,5,Employed Full-Time,26000,1,High School/GED,Nutritious diet,Rent my home,WIC,Yes
35322,Black or African American,No,5,Employed Full-Time,26000,1,High School/GED,Credit,Rent my home,WIC,Yes
35322,Black or African American,,5,,NA,NA,,NA,,,
35326,Black or African American,No,4,Employed Part-Time,12000,1,Four-Year College Degree,Credit,Rent my home,Food stamps,Yes
35326,Black or African American,No,4,Employed Part-Time,12000,1,Four-Year College Degree,Savings,Rent my home,Food stamps,Yes
35326,Black or African American,No,4,Employed Part-Time,12000,1,Four-Year College Degree,Stable Income,Rent my home,Food stamps,Yes
35326,Black or African American,No,4,Employed Full-Time,25212,1,Four-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
35371,Other,Yes,4,Unemployed,NA,0,Less than High School,Savings,Rent my home,WIC,Yes
35371,Other,Yes,4,,NA,NA,,NA,Rent my home,,Yes
35384,Black or African American,No,4,Employed Full-Time,2500,1,Two-Year College Degree,Credit,Rent my home,"Food stamps,WIC",Yes
35384,Black or African American,No,4,Employed Full-Time,NA,1,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
35384,Black or African American,No,4,Employed Full-Time,19691,1,High School/GED,Credit,Rent my home,WIC,Yes
35384,Black or African American,No,4,Employed Full-Time,19691,1,High School/GED,Income,Rent my home,WIC,Yes
35384,Black or African American,No,4,Employed Full-Time,19691,1,High School/GED,Budget,Rent my home,WIC,Yes
35384,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,WIC,Yes
35393,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,Physical Activity,Rent my home,"Food stamps,WIC",Yes
35393,Black or African American,,3,,NA,NA,,NA,,,
35407,White,No,6,"Employed Full-Time,Unemployed",50000,2,Four-Year College Degree,NA,Own my home,None,Yes
35407,White,No,6,Employed Full-Time,10000,2,Two-Year College Degree,NA,Rent my home,None,Yes
35407,White,No,6,,NA,NA,,NA,,,
35407,White,No,6,Employed Full-Time,25000,2,High School/GED,Savings,Rent my home,WIC,Yes
3541,White,No,5,"Unemployed,Employed Full-Time",NA,2,High School/GED,Savings,Rent my home,"Food stamps,WIC,Other",Yes
3541,,,5,,NA,NA,,NA,,,
35412,Black or African American,No,2,"Unemployed,Other",11062,1,High School/GED,Savings,Rent my home,"Food stamps,WIC,Other",Yes
35412,Black or African American,No,2,Unemployed,17936,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35412,Black or African American,No,2,Employed Full-Time,17936,1,High School/GED,Nutritious diet,Rent my home,"WIC,Food stamps",Yes
35412,Black or African American,No,2,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
35444,,,2,In School,NA,1,High School/GED,Savings,Live with another family,Food stamps,Yes
35444,,,2,In School,NA,1,High School/GED,Employability Readiness,Live with another family,Food stamps,Yes
35444,,,2,In School,NA,1,High School/GED,Bank services,Live with another family,Food stamps,Yes
35444,White,No,3,Unemployed,0,1,High School/GED,NA,Live with another family,"Food stamps,WIC",Yes
35486,Other,Yes,5,Unemployed,0,1,Two-Year College Degree,Physical Activity,Rent my home,"Food stamps,WIC",Yes
35486,Other,Yes,5,Employed Part-Time,2309,1,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
35486,White,No,5,Employed Full-Time,24000,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
35499,Black or African American,No,2,,NA,NA,,NA,,,
35499,,,2,,NA,NA,,NA,,,
35499,Black or African American,No,2,,NA,NA,,NA,,,
35499,,,2,,NA,NA,,NA,,,
35506,Black or African American,No,3,Other,13532,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
35506,Black or African American,No,3,Employed Full-Time,13520,1,High School/GED,NA,,Food stamps,Yes
35506,Black or African American,No,4,Unemployed,NA,1,High School/GED,Civic Engagement,Rent my home,"Food stamps,WIC,Other",Yes
35506,Black or African American,No,4,,NA,NA,,NA,Rent my home,Food stamps,Yes
35570,White,No,2,Employed Full-Time,0,1,High School/GED,Healthy vision,Live with parents,Food stamps,Yes
35570,White,No,2,Employed Full-Time,0,1,High School/GED,Credit,Live with parents,Food stamps,Yes
35570,White,No,2,Employed Full-Time,0,1,High School/GED,Nutritious diet,Live with parents,Food stamps,Yes
35570,White,No,2,Employed Full-Time,NA,NA,High School/GED,NA,Rent my home,Food stamps,Yes
35589,Other,Yes,2,Other,0,0,Less than High School,Internet,Live with parents,None,Yes
35589,Other,Yes,2,Other,0,0,Less than High School,Bank services,Live with parents,None,Yes
35589,Other,Yes,2,Other,0,0,Less than High School,Sexual health,Live with parents,None,Yes
35589,Other,Yes,2,Other,0,0,Less than High School,Emotional Intelligence,Live with parents,None,Yes
35589,Other,Yes,2,"Other,In School",0,0,Less than High School,NA,Live with parents,None,Yes
35589,Other,Yes,2,In School,0,0,Less than High School,Employability Readiness,Live with parents,"WIC,Food stamps",No
35589,Other,Yes,2,In School,0,0,Less than High School,Physical Activity,Live with parents,"WIC,Food stamps",No
35589,Other,Yes,2,In School,0,0,Less than High School,Self-Confidence,Live with parents,"WIC,Food stamps",No
35589,Other,Yes,2,In School,0,1,High School/GED,NA,Rent my home,WIC,No
35590,Other,Yes,3,Unemployed,NA,2,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
35664,Black or African American,No,2,Employed Full-Time,0,1,High School/GED,Enough space,Homeless,Other,Yes
35664,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Homeless,Food stamps,Yes
35664,Black or African American,No,2,Employed Full-Time,35000,1,High School/GED,Budget,Live with parents,None,Yes
35664,Black or African American,No,2,Employed Full-Time,35000,1,High School/GED,Credit,Live with parents,None,Yes
35664,Black or African American,No,2,Employed Full-Time,35000,1,High School/GED,Civic Engagement,Live with parents,None,Yes
35673,Black or African American,No,2,Unemployed,NA,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
35673,Black or African American,No,2,,NA,NA,,NA,,,
35680,White,Yes,5,"Unemployed,Employed Part-Time",NA,2,High School/GED,NA,Live with parents,"Food stamps,WIC",Yes
35680,Other,Yes,5,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35680,Other,Yes,5,Unemployed,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
35683,American Indian or Alaska Native,Yes,7,Unemployed,NA,1,High School/GED,Household Violence,Rent my home,"Food stamps,WIC,Other",No
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Unemployed,0,1,High School/GED,Budget,Homeless,"Food stamps,WIC",Yes
35691,White,No,2,Employed Full-Time,20000,1,High School/GED,Transportation,Live with parents,"Food stamps,WIC",No
35695,Native Hawaiian or Other Pacific Islander,Yes,3,Unemployed,NA,1,High School/GED,Literacy,Live with another family,None,No
35695,,,3,,NA,NA,,NA,,,
35840,Black or African American,No,3,Employed Full-Time,15000,1,High School/GED,Savings,Rent my home,Food stamps,Yes
35840,Black or African American,No,3,Employed Full-Time,15000,1,High School/GED,NA,Rent my home,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,36000,1,Two-Year College Degree,Internet,Live with another family,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,36000,1,Two-Year College Degree,Credit,Live with another family,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,36000,1,Two-Year College Degree,Debt,Live with another family,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,36000,1,Two-Year College Degree,NA,Live with another family,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,42000,1,Less than High School,Debt,,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,42000,1,Less than High School,Savings,,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,42000,1,Less than High School,Income,,Food stamps,Yes
35842,Other,Yes,7,Employed Full-Time,46000,1,Less than High School,NA,Other,None,Yes
35914,Other,Yes,3,Unemployed,0,1,Two-Year College Degree,Income,Rent my home,"Food stamps,WIC",Yes
35914,Other,Yes,3,Unemployed,0,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
35997,White,No,4,Employed Full-Time,18000,0,Less than High School,Income,Live on farm of work location,"WIC,Food stamps",Yes
35997,White,No,4,Employed Full-Time,18000,0,Less than High School,Identification,Live on farm of work location,"WIC,Food stamps",Yes
35997,White,No,4,"Stay-at-Home Caregiver,Other",NA,0,Less than High School,NA,Live with partner in their home,Food stamps,Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36022,Black or African American,No,2,"Unemployed,In School",0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
36022,Black or African American,,2,Employed Full-Time,NA,NA,,NA,,Food stamps,
36033,"White,Other",No,2,Employed Full-Time,12100,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
36033,"White,Other",No,2,Employed Full-Time,12100,1,High School/GED,Stable Housing,Rent my home,"Food stamps,WIC",Yes
36033,Other,No,2,Employed Part-Time,8560,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
36033,"White,Other",No,2,Employed Full-Time,8560,1,High School/GED,Physical Activity,Rent my home,"Food stamps,WIC",Yes
36033,Other,No,2,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
36063,Black or African American,No,3,Employed Full-Time,NA,NA,,NA,,Other,Yes
36063,,,3,,NA,NA,,NA,,,
36063,Black or African American,No,3,Employed Full-Time,NA,NA,,NA,,Other,Yes
36063,,,3,,NA,NA,,NA,,,
36063,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,NA,Live with parents,Other,Yes
36063,,,3,,NA,NA,,NA,,,
36074,Black or African American,No,3,Unemployed,0,1,High School/GED,Stable Housing,Rent my home,None,Yes
36074,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Homeless,"Food stamps,WIC",Yes
36074,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
36098,Black or African American,No,5,Employed Part-Time,4923,1,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
36098,Black or African American,No,5,Employed Part-Time,4923,1,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
